valid_time,temp,wspd,prcp,pres,week
2019-05-14 07:00:00,2.6912537,3.6866465,1.0681152,956.6259,20
2019-05-14 08:00:00,3.1037903,3.7903206,0.88739395,956.322,20
2019-05-14 09:00:00,3.4049072,4.1352606,0.67567825,956.0698,20
2019-05-14 10:00:00,3.6519775,3.5849004,0.6432533,955.6937,20
2019-05-14 11:00:00,3.9617615,3.9708354,0.94270706,955.3497,20
2019-05-14 12:00:00,4.11203,3.7622275,1.0375977,954.9139,20
2019-05-14 13:00:00,4.0499573,3.5254486,1.1987686,954.6403,20
2019-05-14 14:00:00,3.9589539,3.143818,1.1940002,954.15656,20
2019-05-14 15:00:00,4.0289307,2.8975778,0.89645386,953.8897,20
2019-05-14 16:00:00,4.1026306,2.7657294,0.5760193,953.5083,20
2019-05-14 17:00:00,4.2114563,2.5470133,0.51259995,953.41,20
2019-05-14 18:00:00,4.4215393,2.2983875,0.4992485,953.1756,20
2019-05-14 19:00:00,4.5455017,1.9581198,0.4181862,953.3656,20
2019-05-14 20:00:00,4.6953735,1.9436367,0.3991127,952.77203,20
2019-05-14 21:00:00,4.762787,1.8579767,0.4196167,952.53564,20
2019-05-14 22:00:00,4.761322,2.0467246,0.36382675,952.0733,20
2019-05-14 23:00:00,4.9963684,1.9584794,0.13113022,951.6356,20
2019-05-15 00:00:00,5.258667,1.991715,0.24318695,951.3128,20
2019-05-15 01:00:00,5.4043274,2.107376,0.39100647,950.78827,20
2019-05-15 02:00:00,5.4856873,2.2508323,0.25224686,950.38904,20
2019-05-15 03:00:00,5.538727,2.161541,0.4401207,949.70935,20
2019-05-15 04:00:00,5.608185,2.2722988,0.62179565,949.4011,20
2019-05-15 05:00:00,5.821686,2.579812,0.61035156,949.15265,20
2019-05-15 06:00:00,6.0437317,2.599471,0.45776367,948.9963,20
2019-05-15 07:00:00,6.4864197,2.890103,0.51116943,949.017,20
2019-05-15 08:00:00,6.660309,2.9953423,0.6904602,948.9309,20
2019-05-15 09:00:00,6.803192,3.079395,0.562191,948.77673,20
2019-05-15 10:00:00,7.3454285,2.445817,0.47397614,948.83344,20
2019-05-15 11:00:00,7.588043,2.538938,0.5970001,948.4498,20
2019-05-15 12:00:00,7.871399,2.5120707,1.3375282,948.28107,20
2019-05-15 13:00:00,8.2300415,2.2101138,0.7252693,948.0542,20
2019-05-15 14:00:00,8.591644,2.4761713,0.7710457,948.1058,20
2019-05-15 15:00:00,8.026581,2.675245,0.53596497,947.83954,20
2019-05-15 16:00:00,8.054901,2.505772,0.06484985,947.6834,20
2019-05-15 17:00:00,7.716095,1.920337,0.00667572,947.9277,20
2019-05-15 18:00:00,7.9114075,1.8461229,0.0019073486,947.77954,20
2019-05-15 19:00:00,7.9400024,1.7747434,0.69379807,947.90234,20
2019-05-15 20:00:00,8.009552,1.5940795,0.4272461,947.8091,20
2019-05-15 21:00:00,7.939972,1.451912,0.34427643,947.5455,20
2019-05-15 22:00:00,8.070282,1.6092316,0.0872612,947.8714,20
2019-05-15 23:00:00,8.12384,1.6155168,0.20503998,947.9772,20
2019-05-16 00:00:00,8.01889,1.4098115,0.031471252,947.84375,20
2019-05-16 01:00:00,7.8087463,0.8845099,0.0019073486,947.3839,20
2019-05-16 02:00:00,7.767914,0.48325104,0.0014305115,947.37,20
2019-05-16 03:00:00,7.7568054,0.46067613,0.002861023,947.2042,20
2019-05-16 04:00:00,7.8243103,0.5813428,0.0023841858,947.7011,20
2019-05-16 05:00:00,8.388641,0.6500285,0.0019073486,947.7548,20
2019-05-16 06:00:00,9.348846,1.3636435,0.027656555,948.2061,20
2019-05-16 07:00:00,10.674225,1.706185,0.034332275,948.605,20
2019-05-16 08:00:00,11.613159,2.1071346,0.08106232,948.09875,20
2019-05-16 09:00:00,12.522827,2.5900328,0.04673004,948.03815,20
2019-05-16 10:00:00,13.499786,2.5658789,0.002861023,947.97424,20
2019-05-16 11:00:00,14.449951,2.299654,0.0009536743,947.46234,20
2019-05-16 12:00:00,15.3663025,2.5703402,0.014305115,947.3961,20
2019-05-16 13:00:00,15.420013,2.785436,0.029563904,947.1199,20
2019-05-16 14:00:00,15.376801,2.3598218,0.03528595,946.85706,20
2019-05-16 15:00:00,15.357513,2.4492214,0.05722046,946.4075,20
2019-05-16 16:00:00,14.779694,2.7337332,0.14305115,946.33453,20
2019-05-16 17:00:00,13.674652,1.8015981,0.08010864,946.2519,20
